Pattern,ItemIDs,Utility,Size
D_LONGITUDE=VeryLow + O_LONGITUDE=High + OP_CARRIER=AA + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1298, 1291, 2, 1247, 1242]",11686,5
OP_CARRIER_FL_NUM=5744.0 + D_WSPD=VeryLow + O_WSPD=High + O_TEMP=VeryLow + D_LONGITUDE=VeryHigh + D_LATITUDE=High + O_LONGITUDE=VeryHigh,"[889, 1278, 1266, 1253, 1302, 1296, 1292]",11684,7
OP_CARRIER_FL_NUM=3705.0 + D_LATITUDE=Mid + D_WSPD=VeryHigh + CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[640, 1295, 1282, 1251, 1247, 1242, 1286, 1292]",11684,8
ORIGIN_INDEX=DFW + OP_CARRIER=AA + FL_WEEK=1 + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[982, 2, 932, 1247, 1242]",11683,5
O_LONGITUDE=High + OP_CARRIER=DL + O_WSPD=High + O_TEMP=VeryHigh + D_LATITUDE=High + D_TEMP=VeryHigh + CRS_ELAPSED_TIME=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1291, 5, 1266, 1257, 1296, 1272, 1252, 1247, 1242]",11683,9
OP_CARRIER_FL_NUM=3791.0 + D_LONGITUDE=High + DEST_INDEX=MCO + OP_CARRIER=F9 + O_LATITUDE=VeryHigh + D_WSPD=VeryHigh + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_WSPD=VeryHigh + O_LONGITUDE=VeryHigh,"[663, 1301, 1177, 6, 1287, 1282, 1246, 1251, 1272, 1267, 1292]",11683,11
CRS_ARR_TIME_MIN=VeryLow + CRS_ELAPSED_TIME=High + CRS_DEP_TIME_MIN=VeryHigh,"[1243, 1251, 1242]",11683,3
DEST_INDEX=MSP + ORIGIN_INDEX=MIA + O_LONGITUDE=High + D_TEMP=High + CRS_ARR_TIME_MIN=VeryLow + D_LATITUDE=VeryHigh + OP_CARRIER=AA + O_TEMP=VeryHigh + CRS_ELAPSED_TIME=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1186, 1032, 1291, 1271, 1243, 1297, 2, 1257, 1252, 1242]",11682,10
DEST_INDEX=LAX + CRS_ELAPSED_TIME=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh,"[1167, 1252, 1247]",11681,3
DEST_INDEX=BOS + O_LONGITUDE=High + OP_CARRIER=DL + D_WSPD=VeryHigh + D_LONGITUDE=VeryHigh + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1108, 1291, 5, 1282, 1302, 1251, 1267, 1247, 1242]",11678,9
O_LONGITUDE=High + O_TEMP=VeryHigh + D_WSPD=VeryHigh + CRS_ELAPSED_TIME=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh,"[1291, 1257, 1282, 1252, 1247]",11678,5
DEST_INDEX=BUF + D_WSPD=High + OP_CARRIER=B6 + FL_WEEK=3 + O_PRCP=VeryLow + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1111, 1281, 4, 934, 1258, 1286, 1292]",11677,7
CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_LATITUDE=High + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh,"[1241, 1246, 1296, 1251, 1267]",11677,5
OP_CARRIER_FL_NUM=3974.0 + FL_DAY=20 + O_LONGITUDE=High + O_TEMP=VeryHigh + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[687, 920, 1291, 1257, 1302, 1296, 1251, 1267, 1247, 1242]",11677,10
DEST_INDEX=BUF + OP_CARRIER=B6 + FL_WEEK=3 + O_PRCP=VeryLow + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1111, 4, 934, 1258, 1286, 1292]",11676,6
OP_CARRIER_FL_NUM=5744.0 + DEST_INDEX=LGA + O_TEMP=VeryLow + D_LONGITUDE=VeryHigh + D_LATITUDE=High + O_LONGITUDE=VeryHigh,"[889, 1170, 1253, 1302, 1296, 1292]",11676,6
FL_WEEK=1 + O_LATITUDE=VeryHigh + CRS_ELAPSED_TIME=High,"[932, 1287, 1251]",11676,3
FL_WEEK=1 + O_LATITUDE=VeryHigh + D_LONGITUDE=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[932, 1287, 1302, 1247, 1242]",11675,5
ORIGIN_INDEX=FLL + O_LONGITUDE=High + D_LONGITUDE=VeryHigh + D_LATITUDE=High + O_WSPD=VeryHigh,"[991, 1291, 1302, 1296, 1267]",11675,5
O_LONGITUDE=High + OP_CARRIER=DL + O_TEMP=VeryHigh + D_LATITUDE=High + D_TEMP=VeryHigh + CRS_ELAPSED_TIME=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1291, 5, 1257, 1296, 1272, 1252, 1247, 1242]",11675,8
D_LATITUDE=Mid + OP_CARRIER=9E + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1295, 1, 1242, 1292]",11675,4
OP_CARRIER_FL_NUM=3079.0 + DEST_INDEX=DEN + O_PRCP=VeryLow + FL_WEEK=1 + D_WSPD=VeryHigh + D_LATITUDE=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[560, 1127, 1258, 932, 1282, 1296, 1267, 1247, 1242]",11675,9
DEST_INDEX=CLT + CRS_ELAPSED_TIME=Mid + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[1120, 1250, 1272, 1292]",11675,4
DEST_INDEX=BUF + D_WSPD=High + OP_CARRIER=B6 + O_PRCP=VeryLow + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1111, 1281, 4, 1258, 1286, 1292]",11673,6
DEST_INDEX=BUF + OP_CARRIER=B6 + O_PRCP=VeryLow + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1111, 4, 1258, 1286, 1292]",11672,5
D_LATITUDE=Mid + CRS_DEP_TIME_MIN=High + CRS_ELAPSED_TIME=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh,"[1295, 1241, 1252, 1247]",11671,4
DEST_INDEX=CVG + O_TEMP=VeryLow + O_WSPD=VeryHigh + O_LONGITUDE=VeryHigh,"[1123, 1253, 1267, 1292]",11671,4
OP_CARRIER_FL_NUM=3440.0 + DEST_INDEX=EWR + FL_WEEK=2 + O_LATITUDE=VeryHigh + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[600, 1136, 933, 1287, 1302, 1296, 1242, 1292]",11671,8
FL_WEEK=7 + D_LATITUDE=VeryLow + ORIGIN_INDEX=MCO + O_LONGITUDE=High + D_WSPD=VeryHigh + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_WSPD=VeryHigh,"[938, 1293, 1027, 1291, 1282, 1302, 1241, 1246, 1251, 1272, 1267]",11671,11
OP_CARRIER_FL_NUM=5411.0 + D_LONGITUDE=VeryLow + FL_DAY=19 + O_PRCP=VeryLow + D_WSPD=VeryHigh + D_LATITUDE=High + CRS_DEP_TIME_MIN=VeryHigh,"[844, 1298, 919, 1258, 1282, 1296, 1242]",11670,7
ORIGIN_INDEX=MCO + O_LONGITUDE=High + O_TEMP=VeryHigh + D_LONGITUDE=VeryHigh + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh,"[1027, 1291, 1257, 1302, 1267, 1247]",11670,6
FL_WEEK=2 + O_PRCP=VeryLow + O_TEMP=VeryLow + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[933, 1258, 1253, 1242, 1286, 1292]",11669,6
O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1267, 1247, 1242]",116687,3
ORIGIN_INDEX=DCA + D_WSPD=VeryLow + D_PRCP=VeryLow + FL_WEEK=3 + OP_CARRIER=AA + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[980, 1278, 1273, 934, 2, 1246, 1251, 1272, 1292]",11667,9
D_LATITUDE=Mid + O_WSPD=High + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1295, 1266, 1242, 1292]",11667,4
OP_CARRIER_FL_NUM=4407.0 + ORIGIN_INDEX=JFK + D_LATITUDE=Mid + D_WSPD=VeryHigh + O_TEMP=VeryLow + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[724, 1014, 1295, 1282, 1253, 1251, 1267, 1286, 1292]",11667,9
ORIGIN_INDEX=MCI + DEST_INDEX=DEN + FL_DAY=18 + O_PRCP=VeryLow + FL_WEEK=1 + D_WSPD=VeryHigh + D_LATITUDE=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1026, 1127, 918, 1258, 932, 1282, 1296, 1267, 1247, 1242]",11667,10
ORIGIN_INDEX=LGA + OP_CARRIER=DL + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1020, 5, 1247, 1242, 1292]",11666,5
FL_WEEK=1 + D_WSPD=VeryHigh + O_TEMP=VeryLow + CRS_ELAPSED_TIME=VeryHigh + O_LONGITUDE=VeryHigh,"[932, 1282, 1253, 1252, 1292]",11666,5
CRS_ARR_TIME_MIN=Mid + O_TEMP=VeryLow + CRS_ELAPSED_TIME=VeryHigh,"[1245, 1253, 1252]",11666,3
CRS_ELAPSED_TIME=Mid + O_TEMP=VeryLow + O_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1250, 1253, 1267, 1286, 1292]",11665,5
OP_CARRIER_FL_NUM=5744.0 + O_WSPD=High + O_LATITUDE=VeryHigh + O_TEMP=VeryLow + D_LONGITUDE=VeryHigh + O_LONGITUDE=VeryHigh,"[889, 1266, 1287, 1253, 1302, 1292]",11664,6
DEST_INDEX=LAX + ORIGIN_INDEX=JFK + O_WSPD=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1167, 1014, 1267, 1242, 1286, 1292]",11664,6
O_WSPD=High + O_TEMP=VeryLow + D_LONGITUDE=VeryHigh + CRS_ELAPSED_TIME=VeryHigh,"[1266, 1253, 1302, 1252]",11664,4
FL_DAY=18 + O_PRCP=VeryLow + FL_WEEK=1 + D_WSPD=VeryHigh + D_LATITUDE=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High,"[918, 1258, 932, 1282, 1296, 1267, 1247, 1242, 1286]",11663,9
DEST_INDEX=FCA + FL_DAY=19 + D_WSPD=Low + OP_CARRIER=DL + O_TEMP=VeryLow + CRS_DEP_TIME_MIN=High + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh,"[1142, 919, 1279, 5, 1253, 1241, 1251, 1267, 1247]",11663,9
DEST_INDEX=CLT + D_WSPD=Low + OP_CARRIER=AA + O_WSPD=High + O_TEMP=VeryLow + CRS_ELAPSED_TIME=High + O_LONGITUDE=VeryHigh,"[1120, 1279, 2, 1266, 1253, 1251, 1292]",11663,7
ORIGIN_INDEX=ECP + FL_DAY=19 + OP_CARRIER=DL + O_LATITUDE=VeryHigh + O_TEMP=VeryLow + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh + O_WSPD=VeryHigh,"[985, 919, 5, 1287, 1253, 1241, 1246, 1272, 1267]",11663,9
FL_WEEK=3 + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + O_WSPD=VeryHigh,"[934, 1241, 1246, 1267]",11662,4
O_LONGITUDE=High + OP_CARRIER=AA + O_TEMP=VeryHigh + CRS_ELAPSED_TIME=VeryHigh,"[1291, 2, 1257, 1252]",11662,4
OP_CARRIER=DL + O_TEMP=VeryLow + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High,"[5, 1253, 1252, 1286]",11662,4
D_LATITUDE=VeryHigh + OP_CARRIER=AA + FL_WEEK=1 + O_TEMP=VeryHigh + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1297, 2, 932, 1257, 1251, 1272, 1247, 1242]",11659,8
OP_CARRIER_FL_NUM=3791.0 + DEST_INDEX=MCO + OP_CARRIER=F9 + FL_WEEK=1 + O_LATITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[663, 1177, 6, 932, 1287, 1241, 1246, 1251, 1272, 1292]",11658,10
DEST_INDEX=BUF + ORIGIN_INDEX=JFK + OP_CARRIER=B6 + O_LONGITUDE=VeryHigh,"[1111, 1014, 4, 1292]",11658,4
FL_WEEK=2 + OP_CARRIER=DL + CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[933, 5, 1251, 1247, 1292]",11658,5
DEST_INDEX=CLE + CRS_DEP_TIME_MIN=High + O_LONGITUDE=VeryHigh,"[1119, 1241, 1292]",11657,3
OP_CARRIER_FL_NUM=371.0 + ORIGIN_INDEX=FLL + DEST_INDEX=EWR + O_LONGITUDE=High + D_WSPD=VeryLow + FL_WEEK=3 + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_LATITUDE=High + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh,"[81, 991, 1136, 1291, 1278, 934, 1302, 1241, 1246, 1296, 1251, 1267]",11657,12
OP_CARRIER_FL_NUM=4683.0 + CRS_DEP_TIME_MIN=Mid + CRS_ARR_TIME_MIN=Mid + FL_WEEK=1 + O_TEMP=VeryLow + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[749, 1240, 1245, 932, 1253, 1252, 1286, 1292]",11655,8
D_TEMP=High + CRS_ARR_TIME_MIN=VeryLow + D_LONGITUDE=VeryHigh + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High,"[1271, 1243, 1302, 1252, 1286]",11655,5
FL_WEEK=7 + ORIGIN_INDEX=MCO + OP_CARRIER=B6 + D_WSPD=VeryHigh + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_WSPD=VeryHigh,"[938, 1027, 4, 1282, 1302, 1241, 1246, 1251, 1272, 1267]",11655,10
D_WSPD=Low + FL_WEEK=3 + O_LATITUDE=VeryHigh + O_TEMP=VeryLow + O_LONGITUDE=VeryHigh,"[1279, 934, 1287, 1253, 1292]",11654,5
ORIGIN_INDEX=MCO + OP_CARRIER=DL + D_WSPD=VeryHigh + D_LONGITUDE=VeryHigh + CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1027, 5, 1282, 1302, 1251, 1247, 1242]",11654,7
OP_CARRIER_FL_NUM=3791.0 + DEST_INDEX=MCO + OP_CARRIER=F9 + FL_WEEK=1 + O_LATITUDE=VeryHigh + D_WSPD=VeryHigh + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_WSPD=VeryHigh + O_LONGITUDE=VeryHigh,"[663, 1177, 6, 932, 1287, 1282, 1246, 1251, 1272, 1267, 1292]",11653,11
FL_WEEK=3 + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_LATITUDE=High + O_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[934, 1241, 1246, 1296, 1267, 1286, 1292]",11652,7
FL_WEEK=1 + O_TEMP=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh,"[932, 1257, 1247]",11651,3
OP_CARRIER_FL_NUM=5411.0 + O_PRCP=VeryLow + FL_WEEK=1 + O_WSPD=High + D_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[844, 1258, 932, 1266, 1282, 1247, 1242]",11650,7
DEST_INDEX=BOS + FL_WEEK=4 + FL_DAY=20 + O_LONGITUDE=High + OP_CARRIER=B6 + O_TEMP=VeryHigh + D_LONGITUDE=VeryHigh + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh,"[1108, 935, 920, 1291, 4, 1257, 1302, 1246, 1272]",11649,9
ORIGIN_INDEX=JFK + OP_CARRIER=9E + FL_WEEK=2 + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1014, 1, 933, 1267, 1247, 1292]",11649,6
OP_CARRIER_FL_NUM=371.0 + ORIGIN_INDEX=FLL + DEST_INDEX=EWR + O_LONGITUDE=High + FL_WEEK=3 + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_LATITUDE=High + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh,"[81, 991, 1136, 1291, 934, 1302, 1241, 1246, 1296, 1251, 1267]",11649,11
O_LONGITUDE=High + O_TEMP=VeryHigh + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh,"[1291, 1257, 1302, 1296, 1251, 1267]",11648,6
OP_CARRIER_FL_NUM=4399.0 + FL_WEEK=1 + O_LATITUDE=VeryHigh + O_TEMP=VeryLow + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[720, 932, 1287, 1253, 1302, 1296, 1247, 1242]",11648,8
O_LATITUDE=Mid + ORIGIN_INDEX=DCA + D_PRCP=VeryLow + FL_WEEK=3 + OP_CARRIER=AA + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[1285, 980, 1273, 934, 2, 1246, 1251, 1272, 1292]",11647,9
ORIGIN_INDEX=DCA + D_WSPD=VeryLow + D_PRCP=VeryLow + OP_CARRIER=AA + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[980, 1278, 1273, 2, 1246, 1251, 1272, 1292]",11647,8
DEST_INDEX=IND + CRS_ELAPSED_TIME=Mid + OP_CARRIER=AA + O_TEMP=VeryLow + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1159, 1250, 2, 1253, 1267, 1247, 1242]",11647,7
ORIGIN_INDEX=LGA + D_WSPD=VeryHigh + O_LATITUDE=High,"[1020, 1282, 1286]",11647,3
DEST_INDEX=IND + ORIGIN_INDEX=DFW + CRS_ELAPSED_TIME=Mid + OP_CARRIER=AA + D_LATITUDE=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1159, 982, 1250, 2, 1296, 1267, 1247, 1242]",11646,8
OP_CARRIER_FL_NUM=3079.0 + DEST_INDEX=DEN + O_PRCP=VeryLow + D_WSPD=VeryHigh + D_LATITUDE=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[560, 1127, 1258, 1282, 1296, 1267, 1247, 1242]",11646,8
ORIGIN_INDEX=MCI + O_PRCP=VeryLow + FL_WEEK=1 + D_WSPD=VeryHigh + D_LATITUDE=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High,"[1026, 1258, 932, 1282, 1296, 1267, 1247, 1242, 1286]",11646,9
ORIGIN_INDEX=PHL + D_LATITUDE=Mid + O_WSPD=High + D_WSPD=VeryHigh + CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1048, 1295, 1266, 1282, 1251, 1247, 1242, 1286, 1292]",11646,9
OP_CARRIER_FL_NUM=5792.0 + DEST_INDEX=CLE + ORIGIN_INDEX=LGA + CRS_ARR_TIME_MIN=Mid + D_WSPD=VeryHigh + O_TEMP=VeryLow + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[893, 1119, 1020, 1245, 1282, 1253, 1286, 1292]",11646,8
OP_CARRIER=DL + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + O_LATITUDE=High,"[5, 1246, 1251, 1286]",11644,4
O_LONGITUDE=High + D_LONGITUDE=VeryHigh + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh,"[1291, 1302, 1246, 1272]",11642,4
OP_CARRIER_FL_NUM=3440.0 + DEST_INDEX=EWR + O_LATITUDE=VeryHigh + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[600, 1136, 1287, 1302, 1296, 1242, 1292]",11642,7
OP_CARRIER_FL_NUM=5744.0 + DEST_INDEX=LGA + FL_DAY=20 + D_WSPD=VeryLow + FL_WEEK=3 + O_LATITUDE=VeryHigh + D_LONGITUDE=VeryHigh + O_LONGITUDE=VeryHigh,"[889, 1170, 920, 1278, 934, 1287, 1302, 1292]",11642,8
O_PRCP=VeryLow + O_TEMP=VeryLow + CRS_ELAPSED_TIME=High + O_LONGITUDE=VeryHigh,"[1258, 1253, 1251, 1292]",11642,4
FL_WEEK=7 + D_LATITUDE=VeryLow + ORIGIN_INDEX=MCO + O_LONGITUDE=High + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_WSPD=VeryHigh,"[938, 1293, 1027, 1291, 1302, 1241, 1246, 1251, 1272, 1267]",11642,10
OP_CARRIER_FL_NUM=5792.0 + DEST_INDEX=CLE + ORIGIN_INDEX=LGA + CRS_ARR_TIME_MIN=Mid + FL_WEEK=1 + O_TEMP=VeryLow + D_LATITUDE=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[893, 1119, 1020, 1245, 932, 1253, 1296, 1286, 1292]",11641,9
ORIGIN_INDEX=LGA + O_PRCP=VeryLow + OP_CARRIER=DL + O_TEMP=VeryLow + O_LONGITUDE=VeryHigh,"[1020, 1258, 5, 1253, 1292]",11641,5
DEST_INDEX=BOS + OP_CARRIER=B6 + O_LONGITUDE=VeryHigh,"[1108, 4, 1292]",11639,3
OP_CARRIER_FL_NUM=4389.0 + DEST_INDEX=CMH + ORIGIN_INDEX=BOS + FL_WEEK=3 + CRS_ELAPSED_TIME=Mid + O_LATITUDE=VeryHigh + O_TEMP=VeryLow + D_LATITUDE=High + O_LONGITUDE=VeryHigh,"[719, 1121, 958, 934, 1250, 1287, 1253, 1296, 1292]",11639,9
OP_CARRIER_FL_NUM=4095.0 + ORIGIN_INDEX=CLE + OP_CARRIER=F9 + D_TEMP=High + D_PRCP=VeryLow + CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High,"[695, 972, 6, 1271, 1273, 1251, 1247, 1242, 1286]",11638,9
D_WSPD=High + CRS_DEP_TIME_MIN=Mid + FL_WEEK=4 + DEST_INDEX=DEN + ORIGIN_INDEX=LGA + CRS_ARR_TIME_MIN=Mid + O_WSPD=High + D_LATITUDE=High + D_TEMP=VeryHigh + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1281, 1240, 935, 1127, 1020, 1245, 1266, 1296, 1272, 1252, 1286, 1292]",11638,12
OP_CARRIER_FL_NUM=3791.0 + DEST_INDEX=MCO + OP_CARRIER=F9 + O_LATITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[663, 1177, 6, 1287, 1241, 1246, 1251, 1272, 1292]",11638,9
OP_CARRIER_FL_NUM=5411.0 + ORIGIN_INDEX=LAX + O_PRCP=VeryLow + FL_WEEK=1 + D_WSPD=VeryHigh + D_LATITUDE=High + CRS_DEP_TIME_MIN=VeryHigh,"[844, 1017, 1258, 932, 1282, 1296, 1242]",11638,7
FL_WEEK=4 + DEST_INDEX=EWR + D_PRCP=VeryLow + O_TEMP=VeryLow + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High,"[935, 1136, 1273, 1253, 1302, 1296, 1252, 1286]",11638,8
ORIGIN_INDEX=MCI + DEST_INDEX=DEN + FL_DAY=18 + O_PRCP=VeryLow + D_WSPD=VeryHigh + D_LATITUDE=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1026, 1127, 918, 1258, 1282, 1296, 1267, 1247, 1242]",11638,9
OP_CARRIER_FL_NUM=3791.0 + D_LONGITUDE=High + OP_CARRIER=F9 + FL_WEEK=1 + O_LATITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[663, 1301, 6, 932, 1287, 1241, 1246, 1251, 1272, 1292]",11638,10
CRS_ARR_TIME_MIN=VeryLow + OP_CARRIER=AA + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High,"[1243, 2, 1252, 1286]",11638,4
ORIGIN_INDEX=MCO + O_TEMP=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=High + CRS_DEP_TIME_MIN=VeryHigh,"[1027, 1257, 1296, 1251, 1242]",11637,5
OP_CARRIER_FL_NUM=4747.0 + ORIGIN_INDEX=BWI + DEST_INDEX=FLL + D_PRCP=VeryLow + FL_WEEK=3 + O_WSPD=High + O_TEMP=VeryHigh + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[755, 964, 1144, 1273, 934, 1266, 1257, 1246, 1251, 1286, 1292]",11637,11
