Pattern,ItemIDs,Utility,Size
D_WSPD=High + CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow + D_LONGITUDE=Mid + O_TEMP=High + O_PRCP=VeryLow,"[1281, 1243, 1238, 1300, 1256, 1258]",6053,6
DEST_INDEX=SMF + OP_CARRIER=UA + FL_WEEK=7 + D_LATITUDE=Mid + O_LATITUDE=VeryLow + O_LONGITUDE=Mid + O_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1224, 13, 938, 1295, 1283, 1290, 1265, 1258, 1273]",6053,9
DEST_INDEX=SEA + FL_DAY=30 + D_WSPD=VeryHigh + CRS_ARR_TIME_MIN=Mid + D_LONGITUDE=VeryLow + CRS_DEP_TIME_MIN=Mid + D_TEMP=Low + O_LONGITUDE=Mid + O_TEMP=High + D_PRCP=VeryLow,"[1218, 930, 1282, 1245, 1298, 1240, 1269, 1290, 1256, 1273]",6053,10
FL_DAY=30 + D_WSPD=VeryHigh + O_LONGITUDE=Mid + O_TEMP=High + O_PRCP=VeryLow,"[930, 1282, 1290, 1256, 1258]",6052,5
ORIGIN_INDEX=SLC + D_WSPD=VeryLow + O_TEMP=High + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1078, 1278, 1256, 1289, 1258]",6052,5
OP_CARRIER=NK + FL_WEEK=7 + CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=VeryLow + O_WSPD=Mid,"[10, 938, 1248, 1283, 1265]",6052,5
ORIGIN_INDEX=BOS + OP_CARRIER=UA + CRS_ARR_TIME_MIN=Low + CRS_DEP_TIME_MIN=Mid + CRS_ELAPSED_TIME=Low + D_WSPD=Mid,"[958, 13, 1244, 1240, 1249, 1280]",6052,6
OP_CARRIER=OH + FL_DAY=23 + CRS_ELAPSED_TIME=Low,"[11, 923, 1249]",6052,3
FL_DAY=29 + CRS_DEP_TIME_MIN=Mid,"[929, 1240]",6052,2
DEST_INDEX=RIC + FL_DAY=22 + D_LONGITUDE=VeryHigh + D_TEMP=Mid + CRS_ELAPSED_TIME=VeryLow,"[1207, 922, 1302, 1270, 1248]",6052,5
O_LONGITUDE=VeryLow + O_LATITUDE=VeryLow + OP_CARRIER=WN + O_TEMP=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1288, 1283, 14, 1256, 1258, 1273]",6052,6
OP_CARRIER=YX + CRS_DEP_TIME_MIN=Mid + D_TEMP=VeryLow + O_WSPD=Low + CRS_ELAPSED_TIME=Low + D_WSPD=Mid,"[15, 1240, 1268, 1264, 1249, 1280]",6052,6
O_WSPD=VeryLow + O_LATITUDE=Low + D_LONGITUDE=Low,"[1263, 1284, 1299]",6052,3
DEST_INDEX=RIC + D_LONGITUDE=VeryHigh + D_TEMP=Mid + CRS_ELAPSED_TIME=VeryLow + O_TEMP=High + O_PRCP=VeryLow,"[1207, 1302, 1270, 1248, 1256, 1258]",6052,6
ORIGIN_INDEX=SLC + D_WSPD=VeryLow + FL_WEEK=7 + O_TEMP=High + O_LONGITUDE=Low + D_PRCP=VeryLow,"[1078, 1278, 938, 1256, 1289, 1273]",6052,6
DEST_INDEX=PIT + OP_CARRIER=YX + O_TEMP=Low + O_WSPD=Low + CRS_ELAPSED_TIME=Low + D_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1200, 15, 1254, 1264, 1249, 1280, 1258, 1273]",6052,8
CRS_ARR_TIME_MIN=Low + CRS_DEP_TIME_MIN=Low + O_WSPD=Low + D_LONGITUDE=Mid + O_PRCP=VeryLow,"[1244, 1239, 1264, 1300, 1258]",6052,5
CRS_DEP_TIME_MIN=VeryLow + O_TEMP=Mid + O_LONGITUDE=High + D_WSPD=Mid + O_PRCP=VeryLow,"[1238, 1255, 1291, 1280, 1258]",6052,5
ORIGIN_INDEX=BDL + DEST_INDEX=TPA + CRS_DEP_TIME_MIN=High + FL_DAY=28 + D_WSPD=High + O_WSPD=High + D_LATITUDE=VeryLow + O_TEMP=Low + OP_CARRIER=WN + O_PRCP=VeryLow + D_PRCP=VeryLow,"[951, 1230, 1241, 928, 1281, 1266, 1293, 1254, 14, 1258, 1273]",6052,11
CRS_ARR_TIME_MIN=Mid + CRS_DEP_TIME_MIN=Mid + O_LATITUDE=VeryLow + O_LONGITUDE=High + D_PRCP=VeryLow,"[1245, 1240, 1283, 1291, 1273]",6052,5
OP_CARRIER_FL_NUM=335.0 + DEST_INDEX=SEA + FL_DAY=30 + D_WSPD=VeryHigh + CRS_ARR_TIME_MIN=Mid + D_LATITUDE=VeryHigh + CRS_DEP_TIME_MIN=Mid + D_TEMP=Low + O_LONGITUDE=Mid + O_TEMP=High,"[74, 1218, 930, 1282, 1245, 1297, 1240, 1269, 1290, 1256]",6052,10
OP_CARRIER_FL_NUM=2438.0 + FL_DAY=25 + OP_CARRIER=UA + CRS_ARR_TIME_MIN=VeryLow + D_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=VeryLow + D_LONGITUDE=Mid + O_PRCP=VeryLow,"[473, 925, 13, 1243, 1293, 1238, 1300, 1258]",6052,8
OP_CARRIER_FL_NUM=2438.0 + FL_DAY=25 + OP_CARRIER=UA + CRS_ARR_TIME_MIN=VeryLow + O_TEMP=Low + CRS_DEP_TIME_MIN=VeryLow + D_LONGITUDE=Mid + D_PRCP=VeryLow,"[473, 925, 13, 1243, 1254, 1238, 1300, 1273]",6052,8
D_LATITUDE=Mid + CRS_DEP_TIME_MIN=VeryLow + O_WSPD=Low + O_PRCP=VeryLow,"[1295, 1238, 1264, 1258]",6052,4
OP_CARRIER_FL_NUM=1135.0 + ORIGIN_INDEX=STT + FL_DAY=26 + O_WSPD=High + CRS_ELAPSED_TIME=VeryLow + CRS_DEP_TIME_MIN=Mid + O_LATITUDE=VeryLow + D_WSPD=Mid,"[230, 1082, 926, 1266, 1248, 1240, 1283, 1280]",6052,8
D_TEMP=Mid + CRS_DEP_TIME_MIN=VeryLow + O_TEMP=Mid + O_WSPD=Low + D_LONGITUDE=High + O_PRCP=VeryLow,"[1270, 1238, 1255, 1264, 1301, 1258]",6052,6
OP_CARRIER=YX + D_TEMP=High + O_TEMP=Low + CRS_DEP_TIME_MIN=Low + CRS_ELAPSED_TIME=Low + O_WSPD=Mid + D_PRCP=VeryLow,"[15, 1271, 1254, 1239, 1249, 1265, 1273]",6052,7
OP_CARRIER_FL_NUM=2798.0 + ORIGIN_INDEX=SFO + FL_DAY=22 + O_LONGITUDE=VeryLow + D_LATITUDE=Low + CRS_DEP_TIME_MIN=Low,"[527, 1074, 922, 1288, 1294, 1239]",6052,6
OP_CARRIER_FL_NUM=662.0 + FL_DAY=28 + OP_CARRIER=UA + CRS_ARR_TIME_MIN=Low + CRS_DEP_TIME_MIN=Low + O_PRCP=VeryLow,"[137, 928, 13, 1244, 1239, 1258]",6052,6
OP_CARRIER_FL_NUM=1909.0 + DEST_INDEX=ROC + FL_WEEK=4 + D_LATITUDE=VeryHigh + OP_CARRIER=UA + CRS_ELAPSED_TIME=VeryLow + D_TEMP=VeryLow + O_TEMP=Mid,"[369, 1210, 935, 1297, 13, 1248, 1268, 1255]",6051,8
OP_CARRIER_FL_NUM=1909.0 + DEST_INDEX=ROC + D_LONGITUDE=VeryHigh + OP_CARRIER=UA + CRS_ELAPSED_TIME=VeryLow + O_TEMP=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[369, 1210, 1302, 13, 1248, 1255, 1258, 1273]",6051,8
FL_WEEK=7 + CRS_ELAPSED_TIME=VeryLow + O_TEMP=Mid + D_TEMP=Low + D_LONGITUDE=High,"[938, 1248, 1255, 1269, 1301]",6051,5
OP_CARRIER=OH + O_LATITUDE=Mid + O_TEMP=High + O_PRCP=VeryLow,"[11, 1285, 1256, 1258]",6051,4
OP_CARRIER_FL_NUM=2438.0 + FL_DAY=25 + D_WSPD=VeryLow + FL_WEEK=5 + OP_CARRIER=UA + CRS_ARR_TIME_MIN=VeryLow + D_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=VeryLow + D_LONGITUDE=Mid + D_PRCP=VeryLow,"[473, 925, 1278, 936, 13, 1243, 1293, 1238, 1300, 1273]",6051,10
OP_CARRIER=OH + FL_DAY=15 + D_WSPD=VeryHigh + D_LATITUDE=Mid + CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=Mid + O_WSPD=Low,"[11, 915, 1282, 1295, 1248, 1285, 1264]",6051,7
OP_CARRIER_FL_NUM=1359.0 + DEST_INDEX=MCO + OP_CARRIER=NK + D_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Mid + D_LONGITUDE=High + O_TEMP=High,"[270, 1177, 10, 1293, 1240, 1301, 1256]",6051,7
ORIGIN_INDEX=ASE + DEST_INDEX=ORD + FL_DAY=22 + D_WSPD=VeryHigh + OP_CARRIER=OO + O_WSPD=VeryLow + FL_WEEK=7 + D_TEMP=VeryLow + D_LONGITUDE=Mid + O_LONGITUDE=Low + D_PRCP=VeryLow,"[947, 1194, 922, 1282, 12, 1263, 938, 1268, 1300, 1289, 1273]",6051,11
ORIGIN_INDEX=SFO + CRS_ARR_TIME_MIN=VeryLow + O_LONGITUDE=VeryLow + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1074, 1243, 1288, 1258, 1273]",6051,5
FL_DAY=22 + FL_WEEK=4 + O_WSPD=High + OP_CARRIER=WN + CRS_ELAPSED_TIME=Low + O_TEMP=High + D_WSPD=Mid,"[922, 935, 1266, 14, 1249, 1256, 1280]",6051,7
DEST_INDEX=ROC + FL_DAY=24 + OP_CARRIER=UA + CRS_ELAPSED_TIME=VeryLow + D_TEMP=VeryLow + O_TEMP=Mid + D_PRCP=VeryLow,"[1210, 924, 13, 1248, 1268, 1255, 1273]",6051,7
ORIGIN_INDEX=ASE + DEST_INDEX=ORD + FL_DAY=22 + OP_CARRIER=OO + O_WSPD=VeryLow + FL_WEEK=7 + D_TEMP=VeryLow + D_LONGITUDE=Mid + O_LONGITUDE=Low + O_PRCP=VeryLow,"[947, 1194, 922, 12, 1263, 938, 1268, 1300, 1289, 1258]",6051,10
OP_CARRIER_FL_NUM=2456.0 + DEST_INDEX=SMF + OP_CARRIER=UA + O_LATITUDE=VeryLow + O_LONGITUDE=Mid + D_PRCP=VeryLow,"[478, 1224, 13, 1283, 1290, 1273]",6051,6
ORIGIN_INDEX=STT + DEST_INDEX=SJU + FL_DAY=26 + FL_WEEK=6 + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Mid + O_LATITUDE=VeryLow + D_WSPD=Mid + O_PRCP=VeryLow,"[1082, 1222, 926, 937, 1248, 1293, 1240, 1283, 1280, 1258]",6051,10
ORIGIN_INDEX=SFO + OP_CARRIER=OO + O_WSPD=VeryLow + O_LONGITUDE=VeryLow + O_LATITUDE=Mid + D_PRCP=VeryLow,"[1074, 12, 1263, 1288, 1285, 1273]",6051,6
DEST_INDEX=ORF + D_LATITUDE=Mid + CRS_ELAPSED_TIME=VeryLow + O_WSPD=Low + D_PRCP=VeryLow,"[1195, 1295, 1248, 1264, 1273]",6051,5
OP_CARRIER=YX + FL_WEEK=7 + CRS_DEP_TIME_MIN=Mid + O_WSPD=Low + D_LONGITUDE=High + CRS_ELAPSED_TIME=Low + D_WSPD=Mid + D_PRCP=VeryLow,"[15, 938, 1240, 1264, 1301, 1249, 1280, 1273]",6051,8
OP_CARRIER_FL_NUM=1135.0 + DEST_INDEX=SJU + FL_DAY=26 + FL_WEEK=6 + CRS_ELAPSED_TIME=VeryLow + CRS_DEP_TIME_MIN=Mid + O_LATITUDE=VeryLow + O_PRCP=VeryLow + D_PRCP=VeryLow,"[230, 1222, 926, 937, 1248, 1240, 1283, 1258, 1273]",6051,9
DEST_INDEX=SJC + FL_DAY=17 + D_WSPD=VeryHigh + D_LATITUDE=Mid + OP_CARRIER=WN + O_TEMP=High,"[1221, 917, 1282, 1295, 14, 1256]",6051,6
OP_CARRIER_FL_NUM=2438.0 + FL_WEEK=5 + OP_CARRIER=UA + CRS_ARR_TIME_MIN=VeryLow + D_LATITUDE=VeryLow + O_TEMP=Low + CRS_DEP_TIME_MIN=VeryLow + O_WSPD=Low + D_LONGITUDE=Mid + D_PRCP=VeryLow,"[473, 936, 13, 1243, 1293, 1254, 1238, 1264, 1300, 1273]",6051,10
OP_CARRIER_FL_NUM=1135.0 + ORIGIN_INDEX=STT + DEST_INDEX=SJU + FL_WEEK=6 + O_WSPD=High + CRS_ELAPSED_TIME=VeryLow + CRS_DEP_TIME_MIN=Mid + O_LATITUDE=VeryLow + O_PRCP=VeryLow + D_PRCP=VeryLow,"[230, 1082, 1222, 937, 1266, 1248, 1240, 1283, 1258, 1273]",6051,10
ORIGIN_INDEX=SMF + DEST_INDEX=ATL + FL_DAY=22 + O_LONGITUDE=VeryLow + D_LATITUDE=Low + D_LONGITUDE=High + D_PRCP=VeryLow,"[1079, 1099, 922, 1288, 1294, 1301, 1273]",6051,7
DEST_INDEX=SFO + FL_WEEK=5 + O_TEMP=Mid + O_LATITUDE=Mid + CRS_ELAPSED_TIME=Low + O_LONGITUDE=Low + D_PRCP=VeryLow,"[1219, 936, 1255, 1285, 1249, 1289, 1273]",6051,7
DEST_INDEX=SFO + FL_WEEK=5 + O_TEMP=Mid + O_LATITUDE=Mid + CRS_ELAPSED_TIME=Low + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1219, 936, 1255, 1285, 1249, 1289, 1258]",6051,7
OP_CARRIER_FL_NUM=1135.0 + DEST_INDEX=SJU + FL_DAY=26 + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Mid + O_LATITUDE=VeryLow + O_PRCP=VeryLow + D_PRCP=VeryLow,"[230, 1222, 926, 1248, 1293, 1240, 1283, 1258, 1273]",6051,9
FL_DAY=25 + FL_WEEK=5 + OP_CARRIER=UA + CRS_ARR_TIME_MIN=VeryLow + D_TEMP=Mid + D_LATITUDE=VeryLow + O_TEMP=Low + CRS_DEP_TIME_MIN=VeryLow + O_WSPD=Low + D_PRCP=VeryLow,"[925, 936, 13, 1243, 1270, 1293, 1254, 1238, 1264, 1273]",6051,10
OP_CARRIER_FL_NUM=1135.0 + ORIGIN_INDEX=STT + DEST_INDEX=SJU + CRS_ARR_TIME_MIN=Mid + FL_WEEK=6 + CRS_ELAPSED_TIME=VeryLow + CRS_DEP_TIME_MIN=Mid + O_LATITUDE=VeryLow + D_WSPD=Mid + O_PRCP=VeryLow,"[230, 1082, 1222, 1245, 937, 1248, 1240, 1283, 1280, 1258]",6051,10
O_LONGITUDE=High + CRS_ELAPSED_TIME=Low + O_TEMP=High + D_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1291, 1249, 1256, 1280, 1258, 1273]",6051,6
OP_CARRIER_FL_NUM=1135.0 + ORIGIN_INDEX=STT + DEST_INDEX=SJU + CRS_ARR_TIME_MIN=Mid + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Mid + O_LATITUDE=VeryLow + D_WSPD=Mid + O_PRCP=VeryLow,"[230, 1082, 1222, 1245, 1248, 1293, 1240, 1283, 1280, 1258]",6051,10
OP_CARRIER_FL_NUM=1359.0 + CRS_ARR_TIME_MIN=High + DEST_INDEX=MCO + ORIGIN_INDEX=BOS + CRS_DEP_TIME_MIN=Mid + D_LONGITUDE=High + O_TEMP=High + D_PRCP=VeryLow,"[270, 1246, 1177, 958, 1240, 1301, 1256, 1273]",6051,8
ORIGIN_INDEX=SMF + DEST_INDEX=ATL + FL_DAY=22 + O_LONGITUDE=VeryLow + O_WSPD=High + D_TEMP=VeryLow + D_LONGITUDE=High + D_PRCP=VeryLow,"[1079, 1099, 922, 1288, 1266, 1268, 1301, 1273]",6051,8
OP_CARRIER_FL_NUM=1359.0 + CRS_ARR_TIME_MIN=High + ORIGIN_INDEX=BOS + OP_CARRIER=NK + FL_DAY=29 + CRS_DEP_TIME_MIN=Mid + O_TEMP=High + D_PRCP=VeryLow,"[270, 1246, 958, 10, 929, 1240, 1256, 1273]",6051,8
OP_CARRIER=OH + D_WSPD=VeryHigh + D_LATITUDE=Mid + CRS_ELAPSED_TIME=VeryLow + O_WSPD=Low + O_PRCP=VeryLow,"[11, 1282, 1295, 1248, 1264, 1258]",6051,6
OP_CARRIER_FL_NUM=2438.0 + FL_DAY=25 + D_WSPD=VeryLow + OP_CARRIER=UA + CRS_ARR_TIME_MIN=VeryLow + D_TEMP=Mid + CRS_DEP_TIME_MIN=VeryLow + O_WSPD=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[473, 925, 1278, 13, 1243, 1270, 1238, 1264, 1258, 1273]",6051,10
OP_CARRIER_FL_NUM=1135.0 + ORIGIN_INDEX=STT + DEST_INDEX=SJU + FL_DAY=26 + FL_WEEK=6 + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + O_LATITUDE=VeryLow + D_PRCP=VeryLow,"[230, 1082, 1222, 926, 937, 1248, 1293, 1283, 1273]",6051,9
OP_CARRIER_FL_NUM=1135.0 + ORIGIN_INDEX=STT + DEST_INDEX=SJU + O_WSPD=High + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Mid + O_LATITUDE=VeryLow + O_PRCP=VeryLow + D_PRCP=VeryLow,"[230, 1082, 1222, 1266, 1248, 1293, 1240, 1283, 1258, 1273]",6051,10
ORIGIN_INDEX=ROA + O_WSPD=High + D_LATITUDE=Low + O_TEMP=Mid + O_LATITUDE=Mid + O_LONGITUDE=High + CRS_ELAPSED_TIME=Low + D_WSPD=Mid + O_PRCP=VeryLow,"[1063, 1266, 1294, 1255, 1285, 1291, 1249, 1280, 1258]",6050,9
DEST_INDEX=DFW + OP_CARRIER_FL_NUM=1109.0 + FL_DAY=15 + CRS_ARR_TIME_MIN=Mid + CRS_DEP_TIME_MIN=Low + O_LONGITUDE=Mid + D_LONGITUDE=Low + D_PRCP=VeryLow,"[1128, 223, 915, 1245, 1239, 1290, 1299, 1273]",6050,8
OP_CARRIER_FL_NUM=1644.0 + DEST_INDEX=BTV + ORIGIN_INDEX=ORD + CRS_ELAPSED_TIME=Mid + D_WSPD=VeryLow + D_LATITUDE=VeryHigh + OP_CARRIER=UA + O_LONGITUDE=Mid + O_WSPD=Mid + D_PRCP=VeryLow,"[329, 1110, 1044, 1250, 1278, 1297, 13, 1290, 1265, 1273]",6050,10
DEST_INDEX=SJC + D_LATITUDE=Mid + OP_CARRIER=WN + O_TEMP=High,"[1221, 1295, 14, 1256]",6050,4
FL_DAY=14 + OP_CARRIER=YX + D_WSPD=VeryHigh + D_TEMP=Low + O_LATITUDE=Mid + D_LONGITUDE=Mid + CRS_ELAPSED_TIME=Low + O_PRCP=VeryLow,"[914, 15, 1282, 1269, 1285, 1300, 1249, 1258]",6050,8
DEST_INDEX=DFW + OP_CARRIER_FL_NUM=1109.0 + ORIGIN_INDEX=ORD + FL_DAY=15 + D_TEMP=Mid + D_LATITUDE=Low + O_LONGITUDE=Mid + D_LONGITUDE=Low,"[1128, 223, 1044, 915, 1270, 1294, 1290, 1299]",6050,8
FL_DAY=13 + OP_CARRIER=YX + FL_WEEK=5 + D_LATITUDE=Mid + CRS_DEP_TIME_MIN=VeryLow + O_TEMP=Mid + O_WSPD=Low + D_LONGITUDE=High + O_PRCP=VeryLow,"[913, 15, 936, 1295, 1238, 1255, 1264, 1301, 1258]",6050,9
OP_CARRIER_FL_NUM=1359.0 + CRS_ARR_TIME_MIN=High + DEST_INDEX=MCO + ORIGIN_INDEX=BOS + OP_CARRIER=NK + O_WSPD=High + CRS_DEP_TIME_MIN=Mid + O_TEMP=High + O_PRCP=VeryLow,"[270, 1246, 1177, 958, 10, 1266, 1240, 1256, 1258]",6050,9
ORIGIN_INDEX=STT + FL_DAY=15 + D_WSPD=VeryLow + O_TEMP=VeryHigh + O_WSPD=High + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + CRS_ARR_TIME_MIN=Low + O_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Low + D_PRCP=VeryLow,"[1082, 915, 1278, 1257, 1266, 1248, 1293, 1244, 1283, 1239, 1273]",6050,11
ORIGIN_INDEX=ROA + D_TEMP=High + O_WSPD=High + O_TEMP=Mid + O_LONGITUDE=High + D_LONGITUDE=High + CRS_ELAPSED_TIME=Low + D_WSPD=Mid + O_PRCP=VeryLow,"[1063, 1271, 1266, 1255, 1291, 1301, 1249, 1280, 1258]",6050,9
OP_CARRIER=OH + D_LONGITUDE=VeryHigh + CRS_ARR_TIME_MIN=Low + D_TEMP=VeryLow + CRS_DEP_TIME_MIN=Low + O_WSPD=Low + O_LONGITUDE=High + CRS_ELAPSED_TIME=Low,"[11, 1302, 1244, 1268, 1239, 1264, 1291, 1249]",6050,8
OP_CARRIER_FL_NUM=1368.0 + ORIGIN_INDEX=SJU + FL_DAY=13 + FL_WEEK=6 + OP_CARRIER=UA + CRS_DEP_TIME_MIN=Mid + O_LATITUDE=VeryLow + D_WSPD=Mid + O_PRCP=VeryLow,"[273, 1077, 913, 937, 13, 1240, 1283, 1280, 1258]",6050,9
OP_CARRIER=YX + O_LONGITUDE=Mid + O_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[15, 1290, 1265, 1258, 1273]",6050,5
OP_CARRIER_FL_NUM=808.0 + ORIGIN_INDEX=STT + DEST_INDEX=SJU + O_WSPD=High + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + CRS_ARR_TIME_MIN=Low + O_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Low,"[168, 1082, 1222, 1266, 1248, 1293, 1244, 1283, 1239]",6050,9
OP_CARRIER_FL_NUM=808.0 + ORIGIN_INDEX=STT + D_WSPD=VeryLow + O_TEMP=VeryHigh + O_WSPD=High + CRS_ELAPSED_TIME=VeryLow + CRS_ARR_TIME_MIN=Low + O_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Low + D_PRCP=VeryLow,"[168, 1082, 1278, 1257, 1266, 1248, 1244, 1283, 1239, 1273]",6050,10
OP_CARRIER=OO + CRS_ARR_TIME_MIN=VeryLow + O_LONGITUDE=VeryLow + CRS_DEP_TIME_MIN=VeryLow + D_LONGITUDE=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[12, 1243, 1288, 1238, 1299, 1258, 1273]",6050,7
OP_CARRIER=UA + CRS_ARR_TIME_MIN=Low + CRS_DEP_TIME_MIN=VeryLow + O_LONGITUDE=Low + O_PRCP=VeryLow,"[13, 1244, 1238, 1289, 1258]",6050,5
O_TEMP=Low + CRS_DEP_TIME_MIN=VeryLow + D_LONGITUDE=Low + D_PRCP=VeryLow,"[1254, 1238, 1299, 1273]",6050,4
OP_CARRIER_FL_NUM=769.0 + ORIGIN_INDEX=SMF + DEST_INDEX=ATL + FL_DAY=22 + O_WSPD=High + D_TEMP=VeryLow + D_LATITUDE=Low + D_LONGITUDE=High + D_PRCP=VeryLow,"[162, 1079, 1099, 922, 1266, 1268, 1294, 1301, 1273]",6050,9
CRS_DEP_TIME_MIN=Mid + O_LATITUDE=Mid + CRS_ELAPSED_TIME=Low + O_PRCP=VeryLow,"[1240, 1285, 1249, 1258]",6050,4
ORIGIN_INDEX=ATL + O_WSPD=High + O_LATITUDE=Low + D_TEMP=Low + O_LONGITUDE=High + O_PRCP=VeryLow,"[948, 1266, 1284, 1269, 1291, 1258]",6050,6
D_LATITUDE=Low + D_LONGITUDE=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1294, 1300, 1258, 1273]",6050,4
FL_DAY=15 + CRS_ELAPSED_TIME=Mid + OP_CARRIER=OO + D_LATITUDE=Mid + O_LATITUDE=VeryLow + O_WSPD=Low + D_LONGITUDE=Mid + O_LONGITUDE=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[915, 1250, 12, 1295, 1283, 1264, 1300, 1289, 1258, 1273]",6050,10
OP_CARRIER_FL_NUM=2399.0 + ORIGIN_INDEX=PHL + FL_DAY=31 + CRS_ELAPSED_TIME=Mid + D_WSPD=High + D_LATITUDE=Low + CRS_DEP_TIME_MIN=Low + O_WSPD=Mid + O_TEMP=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[467, 1048, 931, 1250, 1281, 1294, 1239, 1265, 1256, 1258, 1273]",6050,11
ORIGIN_INDEX=ROA + O_WSPD=High + O_TEMP=Mid + O_LATITUDE=Mid + O_LONGITUDE=High + D_LONGITUDE=High + CRS_ELAPSED_TIME=Low + D_PRCP=VeryLow,"[1063, 1266, 1255, 1285, 1291, 1301, 1249, 1273]",6050,8
DEST_INDEX=SEA + FL_DAY=22 + D_LATITUDE=VeryHigh + D_LONGITUDE=VeryLow + CRS_DEP_TIME_MIN=Mid + O_TEMP=Mid + O_LATITUDE=Mid + O_LONGITUDE=Low + D_PRCP=VeryLow,"[1218, 922, 1297, 1298, 1240, 1255, 1285, 1289, 1273]",6050,9
ORIGIN_INDEX=ROA + DEST_INDEX=ATL + D_TEMP=High + D_LATITUDE=Low + O_TEMP=Mid + O_LATITUDE=Mid + CRS_ELAPSED_TIME=Low + O_PRCP=VeryLow,"[1063, 1099, 1271, 1294, 1255, 1285, 1249, 1258]",6050,8
O_LATITUDE=Low + O_LONGITUDE=High + CRS_ELAPSED_TIME=Low + O_TEMP=High + D_PRCP=VeryLow,"[1284, 1291, 1249, 1256, 1273]",6049,5
OP_CARRIER_FL_NUM=1109.0 + ORIGIN_INDEX=ORD + FL_DAY=15 + D_LATITUDE=Low + O_LONGITUDE=Mid + D_LONGITUDE=Low + D_WSPD=Mid + D_PRCP=VeryLow,"[223, 1044, 915, 1294, 1290, 1299, 1280, 1273]",6049,8
ORIGIN_INDEX=BDL + DEST_INDEX=TPA + CRS_DEP_TIME_MIN=High + FL_DAY=28 + D_LATITUDE=VeryLow + O_TEMP=Low + OP_CARRIER=WN + D_LONGITUDE=High + D_PRCP=VeryLow,"[951, 1230, 1241, 928, 1293, 1254, 14, 1301, 1273]",6049,9
OP_CARRIER_FL_NUM=1958.0 + ORIGIN_INDEX=BDL + DEST_INDEX=TPA + CRS_DEP_TIME_MIN=High + FL_DAY=28 + D_WSPD=High + O_WSPD=High + O_TEMP=Low + OP_CARRIER=WN,"[379, 951, 1230, 1241, 928, 1281, 1266, 1254, 14]",6049,9
OP_CARRIER_FL_NUM=808.0 + ORIGIN_INDEX=STT + DEST_INDEX=SJU + FL_DAY=15 + O_TEMP=VeryHigh + FL_WEEK=6 + O_WSPD=High + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + CRS_ARR_TIME_MIN=Low + O_LATITUDE=VeryLow,"[168, 1082, 1222, 915, 1257, 937, 1266, 1248, 1293, 1244, 1283]",6049,11
O_TEMP=Low + OP_CARRIER=WN + D_LONGITUDE=High + D_PRCP=VeryLow,"[1254, 14, 1301, 1273]",6049,4
DEST_INDEX=OKC + D_LATITUDE=Mid + CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=Low + O_TEMP=High + D_PRCP=VeryLow,"[1191, 1295, 1248, 1284, 1256, 1273]",6049,6
ORIGIN_INDEX=SFO + FL_DAY=25 + O_LONGITUDE=VeryLow + O_TEMP=Low + D_TEMP=Low + D_PRCP=VeryLow,"[1074, 925, 1288, 1254, 1269, 1273]",6049,6
OP_CARRIER_FL_NUM=791.0 + DEST_INDEX=LAS + FL_DAY=28 + CRS_ARR_TIME_MIN=Mid + FL_WEEK=6 + O_WSPD=VeryLow + D_TEMP=VeryLow + OP_CARRIER=WN + D_LONGITUDE=Low,"[166, 1166, 928, 1245, 937, 1263, 1268, 14, 1299]",6049,9
